timestamp,value
1701825744,0.04107489782749033
1701825804,0.03709163608354819
1701825864,0.03345974528599151
1701825924,0.037620567285353734
1701825984,0.03300253374135669
1701826044,0.042074124999999185
1701826104,0.014885200000001457
1701826164,0.03553472001131932
1701826224,0.03872019128070726
1701826284,0.038242633186596264
1701826344,0.03569396865286078
1701826404,0.03565097966384978
1701826464,0.033604608771358055
1701826524,0.034893857988888485
1701826584,0.033600727674418594
1701826644,0.034958223036720304
1701826704,0.03585765884418894
1701826764,0.033755655214265996
1701826824,0.03353318985712271
1701826884,0.037347469500735295
1701826944,0.03638635833527731
1701827004,0.034954927018111634
1701827064,0.03534713120366125
1701827124,0.031870295787790444
1701827184,0.03984901602905746
1701827244,0.0375320633293475
1701827304,0.035396267919392585
1701827364,0.03920522133234086
1701827424,0.039893547664161
1701827484,0.039016003796048915
1701827544,0.03799409185040766
1701827604,0.030611582265935886
1701827664,0.0332751776987736
1701827724,0.03670392828895323
1701827784,0.04228499915358817
1701827844,0.04035526709721554
1701827904,0.04407678273974669
1701827964,0.027522649389696313
1701828024,0.03723214653691981
1701828084,0.03972010912891712
1701828144,0.022655474999999117
1701828204,0.03671394012700346
1701828264,0.03949363676620676
1701828324,0.03697637708111896
1701828384,0.04441823766789055
1701828444,0.03609176216435221
1701828504,0.026599214049669355
1701828564,0.03313973701305893
1701828624,0.03970494227925002
1701828684,0.026078944186643447
1701828744,0.038781743778513365
1701828804,0.04067817547548423
1701828864,0.045218897935996816
1701828924,0.035502390249242614
1701828984,0.024949006099369557
1701829044,0.027151740234459144
1701829104,0.034628256610215666
1701829164,0.03917983422277705
1701829224,0.03922883835639308
1701829284,0.034378536466478704
1701829344,0.03520417277696286
1701829404,0.03971395532490962
1701829464,0.03827697055157112
1701829524,0.04058228353714698
1701829584,0.03108926540382184
1701829644,0.034259444048467376
1701829704,0.035171136157533936
1701829764,0.03843237213075937
1701829824,0.03413260605593312
1701829884,0.03872257675598107
1701829944,0.03901849313667275
1701830004,0.043354923194633264
1701830064,0.0379142817768386
1701830124,0.04094742572391709
1701830184,0.03325857432914371
1701830244,0.03676985492547024
1701830304,0.017384033333333566
1701830364,0.04363865234444006
1701830424,0.0315921767857146
1701830484,0.0368549513544055
1701830544,0.0375699845517132
1701830604,0.040031662508505254
1701830664,0.04386329219579019
1701830724,0.035548972655645446
1701830784,0.036883208892918753
1701830844,0.03825652760664147
1701830904,0.02627329999999972
1701830964,0.033629511677282786
1701831024,0.040310491458734665
1701831084,0.03367542438378061
1701831144,0.03227535027582795
1701831204,0.03852514208859165
1701831264,0.037260937463028464
1701831324,0.042143319731966986
1701831384,0.03161100014932638
1701831444,0.036734906613766674
1701831504,0.03607656893627194
1701831564,0.039913784213024085
1701831624,0.03943410746500401
1701831684,0.033320130515581005
1701831744,0.034631132744336594
1701831804,0.04004376918693442
1701831864,0.033440501236909226
1701831924,0.03721864592413753
1701831984,0.038813189633051644
1701832044,0.03882904293572682
1701832104,0.03114114594333604
1701832164,0.03905832778425141
1701832224,0.03585804064669812
1701832284,0.03826981450252931
1701832344,0.03811315398493306
1701832404,0.043835062078997004
1701832464,0.0400274923869414
1701832524,0.03932846810816847
1701832584,0.03235230376373996
1701832644,0.03844225992985168
1701832704,0.03879420316233581
1701832764,0.04495022979242479
1701832824,0.037630884330868475
1701832884,0.03881196809525708
1701832944,0.03332396949939231
1701833004,0.02619249906141993
1701833064,0.03418821229035581
