timestamp,value
1701825744,4505917.765709853
1701825804,22844.37972205911
1701825864,11152.122084900591
1701825924,1610893.0914704746
1701825984,13413.321811111362
1701826044,2346159.925565103
1701826104,3390092.925445383
1701826164,3388778.72264862
1701826224,1973313.3974563521
1701826284,3972473.268098173
1701826344,18179.039601015764
1701826404,1902892.8275922136
1701826464,21075.379470028303
1701826524,1776504.8722935305
1701826584,5038070.519250059
1701826644,3920934.023167437
1701826704,2268908.1069721007
1701826764,4197474.759379297
1701826824,3404728.9734443123
1701826884,1784705.2528738491
1701826944,2825718.9889066005
1701827004,1716582.5854196188
1701827064,15406.356626635501
1701827124,22480.867216085902
1701827184,2988480.9446416134
1701827244,2300315.0106277075
1701827304,3737338.849850047
1701827364,3971299.872374986
1701827424,3547101.8666666667
1701827484,3464463.959431722
1701827544,12352.34418729097
1701827604,3057427.643931285
1701827664,28781.249240195484
1701827724,1996608.649225841
1701827784,2060916.41149856
1701827844,1642161.6968951735
1701827904,1940050.4825538232
1701827964,3618707.099717025
1701828024,1925226.9977003282
1701828084,1949592.8626420908
1701828144,1884727.2884656999
1701828204,21408.62184498548
1701828264,1776531.0898905525
1701828324,16412.18104109589
1701828384,1615949.7573508418
1701828444,2082530.4490092709
1701828504,3621989.6447515795
1701828564,17685.785197021727
1701828624,3408004.766728237
1701828684,2053362.2774445398
1701828744,21055.107858762265
1701828804,1739351.0888108378
1701828864,2933471.1548142424
1701828924,1560814.7462814033
1701828984,2215648.049424543
1701829044,15948.047629717648
1701829104,3434037.0284297774
1701829164,3393680.583272411
1701829224,2753072.762683184
1701829284,3463935.7532926444
1701829344,2852694.3172459234
1701829404,1733052.328257259
1701829464,1851838.3889664512
1701829524,2005362.4255647985
1701829584,1805060.746046928
1701829644,2148824.919234293
1701829704,2628442.77673546
1701829764,22194.97756134823
1701829824,4103073.4551206008
1701829884,1780726.9142293788
1701829944,5008016.352752226
1701830004,1588609.347866248
1701830064,3578301.5961510665
1701830124,2839838.056680162
1701830184,1872434.615220088
1701830244,5066127.197993891
1701830304,1702770.6450130227
1701830364,5494.693975326386
1701830424,1715478.4538267984
1701830484,16781.329820111016
1701830544,2586009.785563274
1701830604,5115127.40159675
1701830664,19144.804294071528
1701830724,17620.649198279236
1701830784,3422265.720041464
1701830844,11658.581954127514
1701830904,1751214.7920429492
1701830964,2053928.049620951
1701831024,4811033.999452505
1701831084,2203417.5731360856
1701831144,3124432.6132809664
1701831204,1993933.6317902799
1701831264,17074.8882735613
1701831324,5070.222038837455
1701831384,2357493.8698859825
1701831444,1842973.8525324499
1701831504,2359.7706510109465
1701831564,14115.60409067514
1701831624,3141561.2140541854
1701831684,4757419.4261706015
1701831744,1749155.2024644318
1701831804,1972227.8353811721
1701831864,17305.361305361308
1701831924,4976449.3329494195
