timestamp,value
1701825744,2934990.9568590303
1701825804,1618227.2000000002
1701825864,1491514.1737727588
1701825924,1280891.7036098796
1701825984,9876.797981214075
1701826044,2945303.5451019527
1701826104,2692738.1804881357
1701826164,4372222.621184918
1701826224,2702169.3711548783
1701826284,1763541.6087821089
1701826344,2845256.983118216
1701826404,1988179.2322985167
1701826464,7331.799056187088
1701826524,1369368.9705049996
1701826584,8266.28009436912
1701826644,1378488.1092933042
1701826704,1694639.060343256
1701826764,2797287.662379629
1701826824,1810171.767247348
1701826884,1798646.7793613963
1701826944,1268120.5835594833
1701827004,3459471.2790945973
1701827064,6301.215322291165
1701827124,1394958.9064686254
1701827184,1361133.617375039
1701827244,3144797.6110201334
1701827304,2576713.852496383
1701827364,10357.38368172623
1701827424,2736894.745734077
1701827484,2321874.469829276
1701827544,1470520.6583505014
1701827604,1470053.916674231
1701827664,3758.5737460414757
1701827724,1291778.4705812267
1701827784,3180350.3685383354
1701827844,3149935.997282675
1701827904,1423410.3194103192
1701827964,1312393.0129248828
1701828024,1824164.8376259797
1701828084,2856044.629914342
1701828144,1166666.6189982481
1701828204,2986898.475988766
1701828264,1376308.5427347722
1701828324,2872835.663181068
1701828384,1893088.3195831522
1701828444,1290760.3894561862
1701828504,1585711.8734533456
1701828564,1532477.5009297137
1701828624,3592468.384074941
1701828684,1435720.5644632794
1701828744,1378887.538894651
1701828804,1604991.6420422583
1701828864,2401751.581410655
1701828924,1446616.0355518593
1701828984,15466.87940433453
1701829044,1308956.443304135
1701829104,2444053.531542692
1701829164,3093262.6409516768
1701829224,1389915.3261031685
1701829284,3367193.6059594937
1701829344,6805.176635187129
1701829404,1303857.3052630336
1701829464,1382329.6219328307
1701829524,1398585.1105137477
1701829584,1276622.295197326
1701829644,3561954.169982711
1701829704,1918748.1591253434
1701829764,1336206.1474652486
1701829824,1798337.330839476
1701829884,2659189.390528427
1701829944,1441423.86101755
1701830004,15398.496240601502
1701830064,2437148.831534491
1701830124,2599274.527812163
1701830184,2887266.9633171726
1701830244,1583264.363419008
1701830304,1407784.2938995617
1701830364,2274863.0122773647
1701830424,1213050.799970508
1701830484,4222793.002536255
1701830544,1658458.1096968767
1701830604,1245851.7703312968
1701830664,1405462.6878451856
1701830724,1523380.1973714982
1701830784,5174.057987616557
1701830844,1450010.9769484084
1701830904,3419667.2432772443
1701830964,6358.84887935827
1701831024,2662738.6644345997
1701831084,1908663.4440074638
1701831144,1473737.980066146
1701831204,7793.59865902553
1701831264,3697732.5612202412
1701831324,1787514.4192657792
1701831384,1499349.951973654
1701831444,1248776.6633489016
1701831504,2815364.7642679904
1701831564,1459274.8009968933
1701831624,1607192.1948426801
1701831684,2789384.7686470677
1701831744,1836913.0313666495
1701831804,2555247.79658373
1701831864,28719.275840636892
1701831924,1375386.957878315
1701831984,1746209.047695348
1701832044,1510469.5636017371
1701832104,2698029.5542034027
1701832164,2511891.4887450486
1701832224,2470920.958697864
1701832284,1427806.9883527453
1701832344,1570302.9723788588
1701832404,2551065.448413788
1701832464,1870104.8931224132
1701832524,2568916.7392257275
1701832584,1649342.7248943448
1701832644,1300011.7166484008
1701832704,1602730.856783068
1701832764,10078.788313146515
1701832824,1577071.103074141
1701832884,2968853.9162112935
1701832944,1321561.891712173
1701833004,1511823.0154303776
1701833064,1856962.9390731263
1701833124,2727676.3816333683
1701833184,10082.685805801055
1701833244,3016570.6097166366
1701833304,3152964.4357050955
1701833364,1465411.087113031
1701833424,1519893.368131612
1701833484,1552767.707539985
1701833544,1423134.7182049258
1701833604,1957556.3320882034
1701833664,2474504.5223075175
1701833724,21300.315730823993
1701833784,4045293.4460109267
